marker,mean,std,source
postcentral_rh_theta_entropy,0.515677581,0.002008152,regression exacte (residu < 1e-14)
postcentral_rh_theta_periodic,0.0681787,0.1056318307,regression exacte (residu < 1e-14)
posteriorcingulate_lh_all_connectivity,0.3458764901,0.005839486,regression exacte (residu < 1e-14)
posteriorcingulate_lh_all_entropy,0.7756274489,0.0160188152,regression exacte (residu < 1e-14)
posteriorcingulate_lh_all_periodic,0.0795445576,0.0313327354,regression exacte (residu < 1e-14)
posteriorcingulate_lh_alpha_connectivity,0.3588815151,0.01697434,regression exacte (residu < 1e-14)
posteriorcingulate_lh_alpha_entropy,0.5726683231,0.0032577058,regression exacte (residu < 1e-14)
posteriorcingulate_lh_alpha_periodic,0.1593260341,0.147496727,regression exacte (residu < 1e-14)
posteriorcingulate_lh_beta_connectivity,0.3466411634,0.0062502663,regression exacte (residu < 1e-14)
posteriorcingulate_lh_beta_entropy,0.7175837969,0.0057898816,regression exacte (residu < 1e-14)
posteriorcingulate_lh_beta_periodic,0.0548592082,0.0579392778,regression exacte (residu < 1e-14)
posteriorcingulate_lh_delta_connectivity,0.3239948598,0.0224018542,regression exacte (residu < 1e-14)
posteriorcingulate_lh_delta_entropy,0.4596339605,0.0010751206,regression exacte (residu < 1e-14)
posteriorcingulate_lh_delta_periodic,0.1054716973,0.1284233034,regression exacte (residu < 1e-14)
posteriorcingulate_lh_exponent,1.0879277689,0.2954600399,regression exacte (residu < 1e-14)
posteriorcingulate_lh_gamma_connectivity,0.3475862196,0.0076413862,regression exacte (residu < 1e-14)
posteriorcingulate_lh_gamma_entropy,0.8467283909,0.0018785127,regression exacte (residu < 1e-14)
posteriorcingulate_lh_gamma_periodic,0.0571581392,0.0497333312,regression exacte (residu < 1e-14)
posteriorcingulate_lh_theta_connectivity,0.3308903739,0.0103438367,regression exacte (residu < 1e-14)
posteriorcingulate_lh_theta_entropy,0.5157986792,0.0022675154,regression exacte (residu < 1e-14)
posteriorcingulate_lh_theta_periodic,0.1319602178,0.1213720882,regression exacte (residu < 1e-14)
posteriorcingulate_rh_all_connectivity,0.3456897176,0.0057638812,regression exacte (residu < 1e-14)
posteriorcingulate_rh_all_entropy,0.7759582083,0.0157101767,regression exacte (residu < 1e-14)
posteriorcingulate_rh_all_periodic,0.0792756697,0.0320693515,regression exacte (residu < 1e-14)
posteriorcingulate_rh_alpha_connectivity,0.3585860654,0.0166006653,regression exacte (residu < 1e-14)
posteriorcingulate_rh_alpha_entropy,0.5727188217,0.0032872479,regression exacte (residu < 1e-14)
posteriorcingulate_rh_alpha_periodic,0.1641547878,0.1540195679,regression exacte (residu < 1e-14)
posteriorcingulate_rh_beta_connectivity,0.3464674253,0.0063620969,regression exacte (residu < 1e-14)
posteriorcingulate_rh_beta_entropy,0.7176881316,0.0057705242,regression exacte (residu < 1e-14)
posteriorcingulate_rh_beta_periodic,0.0544271513,0.0577943419,regression exacte (residu < 1e-14)
posteriorcingulate_rh_delta_connectivity,0.3237668813,0.0218053301,regression exacte (residu < 1e-14)
posteriorcingulate_rh_delta_entropy,0.459598678,0.0010265556,regression exacte (residu < 1e-14)
posteriorcingulate_rh_delta_periodic,0.1031029846,0.1246745751,regression exacte (residu < 1e-14)
posteriorcingulate_rh_exponent,1.0858043051,0.2798040978,regression exacte (residu < 1e-14)
posteriorcingulate_rh_gamma_connectivity,0.3472012936,0.0069121576,regression exacte (residu < 1e-14)
posteriorcingulate_rh_gamma_entropy,0.8466826833,0.0019212932,regression exacte (residu < 1e-14)
posteriorcingulate_rh_gamma_periodic,0.057634007,0.0507460942,regression exacte (residu < 1e-14)
posteriorcingulate_rh_theta_connectivity,0.3305660017,0.0103359656,regression exacte (residu < 1e-14)
posteriorcingulate_rh_theta_entropy,0.5158587219,0.0022986189,regression exacte (residu < 1e-14)
posteriorcingulate_rh_theta_periodic,0.1266965326,0.1234108497,regression exacte (residu < 1e-14)
precentral_lh_all_connectivity,0.3455423552,0.0059593252,regression exacte (residu < 1e-14)
precentral_lh_all_entropy,0.7801366719,0.0166337598,regression exacte (residu < 1e-14)
precentral_lh_all_periodic,0.0740902944,0.0302666849,regression exacte (residu < 1e-14)
precentral_lh_alpha_connectivity,0.3589075971,0.0177849385,regression exacte (residu < 1e-14)
precentral_lh_alpha_entropy,0.5732601111,0.0033383352,regression exacte (residu < 1e-14)
precentral_lh_alpha_periodic,0.1622885,0.1715381416,regression exacte (residu < 1e-14)
precentral_lh_beta_connectivity,0.345888185,0.0062209344,regression exacte (residu < 1e-14)
precentral_lh_beta_entropy,0.7181119804,0.0055282932,regression exacte (residu < 1e-14)
precentral_lh_beta_periodic,0.046504044,0.0520374199,regression exacte (residu < 1e-14)
precentral_lh_delta_connectivity,0.328188255,0.0221575589,regression exacte (residu < 1e-14)
precentral_lh_delta_entropy,0.459356871,0.0011211706,regression exacte (residu < 1e-14)
precentral_lh_delta_periodic,0.1144702766,0.1231237942,regression exacte (residu < 1e-14)
precentral_lh_exponent,1.0007385134,0.2963458335,regression exacte (residu < 1e-14)
precentral_lh_gamma_connectivity,0.3470960774,0.007461729,regression exacte (residu < 1e-14)
precentral_lh_gamma_entropy,0.8472184631,0.0017392484,regression exacte (residu < 1e-14)
precentral_lh_gamma_periodic,0.0624858223,0.0535889399,regression exacte (residu < 1e-14)
precentral_lh_theta_connectivity,0.3290634191,0.0108373427,regression exacte (residu < 1e-14)
precentral_lh_theta_entropy,0.5158810023,0.0021005651,regression exacte (residu < 1e-14)
precentral_lh_theta_periodic,0.0942785196,0.1130028561,regression exacte (residu < 1e-14)
precentral_rh_all_connectivity,0.3453381247,0.0059001226,regression exacte (residu < 1e-14)
precentral_rh_all_entropy,0.7793571638,0.0154201362,regression exacte (residu < 1e-14)
precentral_rh_all_periodic,0.0729336211,0.0293770373,regression exacte (residu < 1e-14)
precentral_rh_alpha_connectivity,0.3588237797,0.0178027036,regression exacte (residu < 1e-14)
precentral_rh_alpha_entropy,0.5733187774,0.0031864878,regression exacte (residu < 1e-14)
precentral_rh_alpha_periodic,0.1621774812,0.1672926827,regression exacte (residu < 1e-14)
precentral_rh_beta_connectivity,0.3457152945,0.0060922963,regression exacte (residu < 1e-14)
precentral_rh_beta_entropy,0.7178225601,0.0053681434,regression exacte (residu < 1e-14)
precentral_rh_beta_periodic,0.0469456592,0.0498802154,regression exacte (residu < 1e-14)
precentral_rh_delta_connectivity,0.3276652318,0.0220825206,regression exacte (residu < 1e-14)
precentral_rh_delta_entropy,0.4593429699,0.0011511972,regression exacte (residu < 1e-14)
precentral_rh_delta_periodic,0.1076586052,0.1192058711,regression exacte (residu < 1e-14)
precentral_rh_exponent,1.0167562799,0.2787168024,regression exacte (residu < 1e-14)
precentral_rh_gamma_connectivity,0.3468713269,0.007215046,regression exacte (residu < 1e-14)
precentral_rh_gamma_entropy,0.8470265421,0.0017087544,regression exacte (residu < 1e-14)
precentral_rh_gamma_periodic,0.0585564629,0.0484694238,regression exacte (residu < 1e-14)
precentral_rh_theta_connectivity,0.3292607448,0.0109136955,regression exacte (residu < 1e-14)
precentral_rh_theta_entropy,0.5158366239,0.0021137664,regression exacte (residu < 1e-14)
precentral_rh_theta_periodic,0.0940283016,0.1113957555,regression exacte (residu < 1e-14)
precuneus_lh_all_connectivity,0.3459044545,0.006100467,regression exacte (residu < 1e-14)
precuneus_lh_all_entropy,0.7729812278,0.017394682,regression exacte (residu < 1e-14)
precuneus_lh_all_periodic,0.0787806378,0.0325674799,regression exacte (residu < 1e-14)
precuneus_lh_alpha_connectivity,0.3613916794,0.0184681408,regression exacte (residu < 1e-14)
precuneus_lh_alpha_entropy,0.5732971815,0.0034515955,regression exacte (residu < 1e-14)
precuneus_lh_alpha_periodic,0.2322326917,0.1838235564,regression exacte (residu < 1e-14)
precuneus_lh_beta_connectivity,0.346204384,0.0063028278,regression exacte (residu < 1e-14)
precuneus_lh_beta_entropy,0.7139167716,0.0064118147,regression exacte (residu < 1e-14)
precuneus_lh_beta_periodic,0.0556059465,0.0603759151,regression exacte (residu < 1e-14)
precuneus_lh_delta_connectivity,0.327932935,0.0220350907,regression exacte (residu < 1e-14)
precuneus_lh_delta_entropy,0.4594142825,0.0011088487,regression exacte (residu < 1e-14)
precuneus_lh_delta_periodic,0.065672946,0.1058702995,regression exacte (residu < 1e-14)
precuneus_lh_exponent,1.1399263156,0.2835933511,regression exacte (residu < 1e-14)
precuneus_lh_gamma_connectivity,0.3468448268,0.0074758644,regression exacte (residu < 1e-14)
precuneus_lh_gamma_entropy,0.8467017001,0.0017410782,regression exacte (residu < 1e-14)
precuneus_lh_gamma_periodic,0.0530601291,0.0551943213,regression exacte (residu < 1e-14)
precuneus_lh_theta_connectivity,0.3306559736,0.0111452749,regression exacte (residu < 1e-14)
precuneus_lh_theta_entropy,0.5161829432,0.0023705804,regression exacte (residu < 1e-14)
precuneus_lh_theta_periodic,0.0911021766,0.1097132978,regression exacte (residu < 1e-14)
precuneus_rh_all_connectivity,0.3455598996,0.0060596741,regression exacte (residu < 1e-14)
precuneus_rh_all_entropy,0.7733567358,0.0177820112,regression exacte (residu < 1e-14)
precuneus_rh_all_periodic,0.0771559452,0.033408652,regression exacte (residu < 1e-14)
precuneus_rh_alpha_connectivity,0.3613371087,0.0180788102,regression exacte (residu < 1e-14)
precuneus_rh_alpha_entropy,0.5732728072,0.0034382816,regression exacte (residu < 1e-14)
precuneus_rh_alpha_periodic,0.2318648928,0.188558204,regression exacte (residu < 1e-14)
precuneus_rh_beta_connectivity,0.3456987264,0.0062059873,regression exacte (residu < 1e-14)
precuneus_rh_beta_entropy,0.7138443927,0.0065096812,regression exacte (residu < 1e-14)
precuneus_rh_beta_periodic,0.0540747708,0.0573796408,regression exacte (residu < 1e-14)
precuneus_rh_delta_connectivity,0.3277465443,0.0219254934,regression exacte (residu < 1e-14)
precuneus_rh_delta_entropy,0.4593523878,0.0010744992,regression exacte (residu < 1e-14)
precuneus_rh_delta_periodic,0.0606310489,0.0973348472,regression exacte (residu < 1e-14)
precuneus_rh_exponent,1.1333242644,0.2799865935,regression exacte (residu < 1e-14)
precuneus_rh_gamma_connectivity,0.3466095082,0.0074175096,regression exacte (residu < 1e-14)
precuneus_rh_gamma_entropy,0.8467705301,0.0017889203,regression exacte (residu < 1e-14)
precuneus_rh_gamma_periodic,0.0523628524,0.0538972687,regression exacte (residu < 1e-14)
precuneus_rh_theta_connectivity,0.3301581509,0.0110166259,regression exacte (residu < 1e-14)
precuneus_rh_theta_entropy,0.5163331179,0.0023349675,regression exacte (residu < 1e-14)
precuneus_rh_theta_periodic,0.0851564688,0.1067723329,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_all_connectivity,0.3460929231,0.0065957558,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_all_entropy,0.7896346038,0.0121986756,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_all_periodic,0.0742486885,0.0316399343,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_alpha_connectivity,0.3541083003,0.0136437522,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_alpha_entropy,0.5734033327,0.0021177226,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_alpha_periodic,0.0310103092,0.1166275628,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_beta_connectivity,0.346436327,0.0062333024,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_beta_entropy,0.7216196016,0.0053670836,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_beta_periodic,0.0468149575,0.0462349531,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_delta_connectivity,0.3308085222,0.0227903669,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_delta_entropy,0.4588893045,0.0010667648,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_delta_periodic,0.2249792359,0.1651796549,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_exponent,0.845017631,0.3088185661,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_gamma_connectivity,0.3480593786,0.0081321307,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_gamma_entropy,0.84742657,0.0017985166,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_gamma_periodic,0.0884626146,0.0545179257,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_theta_connectivity,0.3320067531,0.0116291501,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_theta_entropy,0.5155710812,0.0019109527,regression exacte (residu < 1e-14)
rostralanteriorcingulate_lh_theta_periodic,0.0885154858,0.1188821815,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_all_connectivity,0.3460785274,0.0064227068,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_all_entropy,0.7895548479,0.0122158861,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_all_periodic,0.0735761319,0.030248536,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_alpha_connectivity,0.3536840525,0.0140805128,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_alpha_entropy,0.5733967891,0.0020733486,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_alpha_periodic,0.0298042575,0.117959048,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_beta_connectivity,0.3464461069,0.0060542355,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_beta_entropy,0.7214599822,0.0054120238,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_beta_periodic,0.0464610203,0.045472808,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_delta_connectivity,0.3310005207,0.0225446016,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_delta_entropy,0.4588492026,0.001039693,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_delta_periodic,0.2176294731,0.1550812957,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_exponent,0.8633499168,0.2982090079,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_gamma_connectivity,0.3481535757,0.0080528051,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_gamma_entropy,0.8474776259,0.0017777664,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_gamma_periodic,0.0907094525,0.0561788536,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_theta_connectivity,0.3319908615,0.0114980939,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_theta_entropy,0.5156231447,0.0018926523,regression exacte (residu < 1e-14)
rostralanteriorcingulate_rh_theta_periodic,0.0816728396,0.1160964701,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_all_connectivity,0.3456159126,0.0063940478,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_all_entropy,0.7923913715,0.0117432178,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_all_periodic,0.0759610864,0.0312007572,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_alpha_connectivity,0.3522052914,0.0132598039,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_alpha_entropy,0.5735424833,0.0019955727,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_alpha_periodic,0.0002649777,0.1131744774,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_beta_connectivity,0.3461298976,0.0059704419,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_beta_entropy,0.7223675863,0.0053460935,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_beta_periodic,0.0591546764,0.0532030232,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_delta_connectivity,0.3310216244,0.0223269888,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_delta_entropy,0.4588544169,0.0010472976,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_delta_periodic,0.2441639307,0.1612983815,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_exponent,0.7270552313,0.349421229,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_gamma_connectivity,0.3480554042,0.0080665216,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_gamma_entropy,0.8477255255,0.0019066382,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_gamma_periodic,0.0895222099,0.0525385183,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_theta_connectivity,0.3303048329,0.0114229412,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_theta_entropy,0.5156100474,0.0018414651,regression exacte (residu < 1e-14)
rostralmiddlefrontal_lh_theta_periodic,0.0725894856,0.1158382308,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_all_connectivity,0.3456368074,0.0061588171,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_all_entropy,0.7916090759,0.0118526269,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_all_periodic,0.0737003387,0.0301020536,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_alpha_connectivity,0.3527844196,0.0131092135,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_alpha_entropy,0.5736614182,0.0018878351,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_alpha_periodic,0.0047946194,0.1096857262,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_beta_connectivity,0.3462214663,0.0062885181,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_beta_entropy,0.7219189085,0.0052082219,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_beta_periodic,0.0584731524,0.0520637837,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_delta_connectivity,0.330861356,0.0227055612,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_delta_entropy,0.4588288213,0.0010730896,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_delta_periodic,0.2363349122,0.1650257172,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_exponent,0.7403130642,0.3297978878,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_gamma_connectivity,0.3479243647,0.0077306426,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_gamma_entropy,0.8477000706,0.0018656442,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_gamma_periodic,0.0837643741,0.0496024888,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_theta_connectivity,0.3304447972,0.0112159906,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_theta_entropy,0.5157015345,0.0018548968,regression exacte (residu < 1e-14)
rostralmiddlefrontal_rh_theta_periodic,0.0713533936,0.1125575396,regression exacte (residu < 1e-14)
superiorfrontal_lh_all_connectivity,0.3453002298,0.0058374721,regression exacte (residu < 1e-14)
superiorfrontal_lh_all_entropy,0.784690596,0.0134675231,regression exacte (residu < 1e-14)
superiorfrontal_lh_all_periodic,0.0743965302,0.0294991573,regression exacte (residu < 1e-14)
superiorfrontal_lh_alpha_connectivity,0.3537629441,0.0138374215,regression exacte (residu < 1e-14)
superiorfrontal_lh_alpha_entropy,0.5729680676,0.0023089412,regression exacte (residu < 1e-14)
superiorfrontal_lh_alpha_periodic,0.0579018889,0.1127321645,regression exacte (residu < 1e-14)
superiorfrontal_lh_beta_connectivity,0.3459459471,0.0058057366,regression exacte (residu < 1e-14)
superiorfrontal_lh_beta_entropy,0.720037042,0.005470012,regression exacte (residu < 1e-14)
superiorfrontal_lh_beta_periodic,0.0551777454,0.0481464106,regression exacte (residu < 1e-14)
superiorfrontal_lh_delta_connectivity,0.3280796059,0.0222009798,regression exacte (residu < 1e-14)
superiorfrontal_lh_delta_entropy,0.4591668205,0.0010680562,regression exacte (residu < 1e-14)
superiorfrontal_lh_delta_periodic,0.1725105177,0.1503856236,regression exacte (residu < 1e-14)
superiorfrontal_lh_exponent,0.9295394038,0.296058238,regression exacte (residu < 1e-14)
superiorfrontal_lh_gamma_connectivity,0.3474262137,0.0075313516,regression exacte (residu < 1e-14)
superiorfrontal_lh_gamma_entropy,0.8472251094,0.0017471123,regression exacte (residu < 1e-14)
superiorfrontal_lh_gamma_periodic,0.0726316054,0.0504069228,regression exacte (residu < 1e-14)
superiorfrontal_lh_theta_connectivity,0.3305769081,0.0108123451,regression exacte (residu < 1e-14)
superiorfrontal_lh_theta_entropy,0.51576016,0.0019999073,regression exacte (residu < 1e-14)
superiorfrontal_lh_theta_periodic,0.1081131,0.1136823527,regression exacte (residu < 1e-14)
superiorfrontal_rh_all_connectivity,0.3453352547,0.005886595,regression exacte (residu < 1e-14)
superiorfrontal_rh_all_entropy,0.7854093716,0.0138533486,regression exacte (residu < 1e-14)
superiorfrontal_rh_all_periodic,0.0741221247,0.0298944806,regression exacte (residu < 1e-14)
superiorfrontal_rh_alpha_connectivity,0.3532457955,0.0138321121,regression exacte (residu < 1e-14)
superiorfrontal_rh_alpha_entropy,0.5731723139,0.0021559504,regression exacte (residu < 1e-14)
superiorfrontal_rh_alpha_periodic,0.043847157,0.1130658289,regression exacte (residu < 1e-14)
superiorfrontal_rh_beta_connectivity,0.3459029067,0.0057519375,regression exacte (residu < 1e-14)
superiorfrontal_rh_beta_entropy,0.7202309072,0.0056125335,regression exacte (residu < 1e-14)
superiorfrontal_rh_beta_periodic,0.058644307,0.052345154,regression exacte (residu < 1e-14)
superiorfrontal_rh_delta_connectivity,0.3289083385,0.0225321302,regression exacte (residu < 1e-14)
superiorfrontal_rh_delta_entropy,0.4590468826,0.0010596256,regression exacte (residu < 1e-14)
superiorfrontal_rh_delta_periodic,0.185211951,0.158521203,regression exacte (residu < 1e-14)
superiorfrontal_rh_exponent,0.8944247082,0.3175732522,regression exacte (residu < 1e-14)
superiorfrontal_rh_gamma_connectivity,0.3474805697,0.0072334854,regression exacte (residu < 1e-14)
superiorfrontal_rh_gamma_entropy,0.8472731283,0.001822219,regression exacte (residu < 1e-14)
superiorfrontal_rh_gamma_periodic,0.0718487988,0.0480922451,regression exacte (residu < 1e-14)
superiorfrontal_rh_theta_connectivity,0.3307072845,0.0109948212,regression exacte (residu < 1e-14)
superiorfrontal_rh_theta_entropy,0.5157870224,0.0019536452,regression exacte (residu < 1e-14)
superiorfrontal_rh_theta_periodic,0.1042434824,0.1158014262,regression exacte (residu < 1e-14)
superiorparietal_lh_all_connectivity,0.3456713573,0.0061153556,regression exacte (residu < 1e-14)
superiorparietal_lh_all_entropy,0.772949437,0.0183535139,regression exacte (residu < 1e-14)
superiorparietal_lh_all_periodic,0.0770052753,0.0342822878,regression exacte (residu < 1e-14)
superiorparietal_lh_alpha_connectivity,0.3611023096,0.0190124039,regression exacte (residu < 1e-14)
superiorparietal_lh_alpha_entropy,0.5733022363,0.0033351185,regression exacte (residu < 1e-14)
superiorparietal_lh_alpha_periodic,0.2211513748,0.1917169641,regression exacte (residu < 1e-14)
superiorparietal_lh_beta_connectivity,0.3458622983,0.006111951,regression exacte (residu < 1e-14)
superiorparietal_lh_beta_entropy,0.7141472178,0.0064140137,regression exacte (residu < 1e-14)
superiorparietal_lh_beta_periodic,0.0578760934,0.0624887348,regression exacte (residu < 1e-14)
superiorparietal_lh_delta_connectivity,0.3284995257,0.022066222,regression exacte (residu < 1e-14)
superiorparietal_lh_delta_entropy,0.4593970544,0.0011130556,regression exacte (residu < 1e-14)
superiorparietal_lh_delta_periodic,0.0645336521,0.1000903399,regression exacte (residu < 1e-14)
superiorparietal_lh_exponent,1.1306025524,0.2907297579,regression exacte (residu < 1e-14)
superiorparietal_lh_gamma_connectivity,0.3466819951,0.0075905541,regression exacte (residu < 1e-14)
superiorparietal_lh_gamma_entropy,0.8466860096,0.0017876492,regression exacte (residu < 1e-14)
superiorparietal_lh_gamma_periodic,0.0509371567,0.0529079149,regression exacte (residu < 1e-14)
superiorparietal_lh_theta_connectivity,0.3301590819,0.0111655816,regression exacte (residu < 1e-14)
superiorparietal_lh_theta_entropy,0.5161313004,0.0023623345,regression exacte (residu < 1e-14)
superiorparietal_lh_theta_periodic,0.0857578966,0.1071619692,regression exacte (residu < 1e-14)
superiorparietal_rh_all_connectivity,0.3455872552,0.0060796706,regression exacte (residu < 1e-14)
superiorparietal_rh_all_entropy,0.772461707,0.0186444383,regression exacte (residu < 1e-14)
superiorparietal_rh_all_periodic,0.0788623457,0.0350473202,regression exacte (residu < 1e-14)
superiorparietal_rh_alpha_connectivity,0.3618228728,0.0187918718,regression exacte (residu < 1e-14)
superiorparietal_rh_alpha_entropy,0.5732585949,0.0034762517,regression exacte (residu < 1e-14)
superiorparietal_rh_alpha_periodic,0.2350365165,0.1972687131,regression exacte (residu < 1e-14)
superiorparietal_rh_beta_connectivity,0.3457579698,0.0061637632,regression exacte (residu < 1e-14)
superiorparietal_rh_beta_entropy,0.7140652314,0.0065191451,regression exacte (residu < 1e-14)
superiorparietal_rh_beta_periodic,0.0583475611,0.0632651557,regression exacte (residu < 1e-14)
superiorparietal_rh_delta_connectivity,0.3275248046,0.0216472896,regression exacte (residu < 1e-14)
superiorparietal_rh_delta_entropy,0.4593666257,0.0010773333,regression exacte (residu < 1e-14)
superiorparietal_rh_delta_periodic,0.0616246314,0.103739815,regression exacte (residu < 1e-14)
superiorparietal_rh_exponent,1.1246121205,0.2847220271,regression exacte (residu < 1e-14)
superiorparietal_rh_gamma_connectivity,0.3464766381,0.007200214,regression exacte (residu < 1e-14)
superiorparietal_rh_gamma_entropy,0.8466932323,0.001794575,regression exacte (residu < 1e-14)
superiorparietal_rh_gamma_periodic,0.0500026458,0.0517409585,regression exacte (residu < 1e-14)
superiorparietal_rh_theta_connectivity,0.3297226563,0.0110985939,regression exacte (residu < 1e-14)
superiorparietal_rh_theta_entropy,0.5163493471,0.0023750203,regression exacte (residu < 1e-14)
superiorparietal_rh_theta_periodic,0.0891952374,0.1099427873,regression exacte (residu < 1e-14)
superiortemporal_lh_all_connectivity,0.3470926326,0.0069798421,regression exacte (residu < 1e-14)
superiortemporal_lh_all_entropy,0.7945191884,0.0113898112,regression exacte (residu < 1e-14)
superiortemporal_lh_all_periodic,0.069931019,0.0296021424,regression exacte (residu < 1e-14)
superiortemporal_lh_alpha_connectivity,0.3553453163,0.0143928079,regression exacte (residu < 1e-14)
superiortemporal_lh_alpha_entropy,0.5737641341,0.0023835407,regression exacte (residu < 1e-14)
superiortemporal_lh_alpha_periodic,0.0294906434,0.1266138218,regression exacte (residu < 1e-14)
superiortemporal_lh_beta_connectivity,0.3473498993,0.0070060744,regression exacte (residu < 1e-14)
superiortemporal_lh_beta_entropy,0.7215956401,0.0052212039,regression exacte (residu < 1e-14)
superiortemporal_lh_beta_periodic,0.0355967263,0.0448125195,regression exacte (residu < 1e-14)
superiortemporal_lh_delta_connectivity,0.3320599901,0.0227779267,regression exacte (residu < 1e-14)
superiortemporal_lh_delta_entropy,0.4589125148,0.0010858242,regression exacte (residu < 1e-14)
superiortemporal_lh_delta_periodic,0.2311684478,0.1555788514,regression exacte (residu < 1e-14)
superiortemporal_lh_exponent,0.7411177191,0.3285980588,regression exacte (residu < 1e-14)
superiortemporal_lh_gamma_connectivity,0.3497756387,0.0092011237,regression exacte (residu < 1e-14)
superiortemporal_lh_gamma_entropy,0.8482653001,0.0017658879,regression exacte (residu < 1e-14)
superiortemporal_lh_gamma_periodic,0.0981778735,0.0581475329,regression exacte (residu < 1e-14)
superiortemporal_lh_theta_connectivity,0.3308370184,0.0113744801,regression exacte (residu < 1e-14)
superiortemporal_lh_theta_entropy,0.5154538623,0.0020397472,regression exacte (residu < 1e-14)
superiortemporal_lh_theta_periodic,0.060346968,0.1174070791,regression exacte (residu < 1e-14)
superiortemporal_rh_all_connectivity,0.3468987679,0.0067937493,regression exacte (residu < 1e-14)
superiortemporal_rh_all_entropy,0.7934364242,0.0112243449,regression exacte (residu < 1e-14)
superiortemporal_rh_all_periodic,0.0689597852,0.0297784438,regression exacte (residu < 1e-14)
